I0624 20:37:35.970782 16949 fragment_loader.cc:23] [worker1]: Begin loading rfile...
I0624 20:37:36.028973 16596 fragment_loader.cc:23] [worker2]: Begin loading rfile...
I0624 20:37:36.077271  7065 fragment_loader.cc:23] [worker3]: Begin loading rfile...
I0624 20:37:36.084792 25120 fragment_loader.cc:23] [worker8]: Begin loading rfile...
I0624 20:37:36.134640 17934 fragment_loader.cc:23] [worker7]: Begin loading rfile...
I0624 20:37:36.095073 17645 fragment_loader.cc:23] [worker6]: Begin loading rfile...
I0624 20:37:35.724373 30372 fragment_loader.cc:23] [worker5]: Begin loading rfile...
I0624 20:37:36.067687 23633 fragment_loader.cc:23] [worker4]: Begin loading rfile...
I0624 20:37:37.258740 30372 fragment_loader.cc:51] [worker5]: Finished loading rfile...
I0624 20:38:13.469053  7065 fragment.cc:50] 3 11 40485
I0624 20:38:13.125766 30372 fragment.cc:50] 5 11 46963
I0624 20:38:13.487751  7065 fragment.cc:50] 3 11 74008
I0624 20:38:13.149438 30372 fragment.cc:50] 5 11 82111
I0624 20:38:13.528443  7065 fragment.cc:50] 3 11 88243
I0624 20:38:13.199142 30372 fragment.cc:50] 5 11 60184
I0624 20:38:13.228451 30372 fragment.cc:50] 5 11 58181
I0624 20:38:13.261173 30372 fragment.cc:50] 5 11 52018
I0624 20:38:13.617141  7065 fragment.cc:50] 3 11 168843
I0624 20:38:13.707283  7065 fragment.cc:50] 3 11 59661
I0624 20:38:13.729998  7065 fragment.cc:50] 3 11 32910
I0624 20:38:13.743129  7065 fragment.cc:50] 3 11 76263
I0624 20:38:13.781888  7065 fragment.cc:50] 3 11 46974
I0624 20:38:13.801932  7065 fragment.cc:50] 3 11 98731
I0624 20:38:13.883167  7065 fragment.cc:50] 3 11 51930
I0624 20:38:13.911641  7065 fragment.cc:50] 3 11 53999
I0624 20:38:14.287453 17934 fragment_loader.cc:210] [worker7]: Finished loading vfile...
I0624 20:38:14.420439 17934 fragment.cc:50] 7 11 85149
I0624 20:38:14.494011 17934 fragment.cc:50] 7 11 58822
I0624 20:38:14.524308 17934 fragment.cc:50] 7 11 41548
I0624 20:38:14.547576 17934 fragment.cc:50] 7 11 75410
I0624 20:38:14.606355 17934 fragment.cc:50] 7 11 96545
I0624 20:38:14.701745 17934 fragment.cc:50] 7 11 120182
I0624 20:38:14.775136 17934 fragment.cc:50] 7 11 73761
I0624 20:38:14.815054 17934 fragment.cc:50] 7 11 53357
I0624 20:38:14.841506 17934 fragment.cc:50] 7 11 46233
I0624 20:38:14.869956 17934 fragment.cc:50] 7 11 123874
I0624 20:38:14.955760 17934 fragment.cc:50] 7 11 38023
I0624 20:38:14.969768 17934 fragment.cc:50] 7 11 68670
I0624 20:38:15.009531 17934 fragment.cc:50] 7 11 86418
I0624 20:38:15.057304 17934 fragment.cc:50] 7 11 62706
I0624 20:38:15.083003 17934 fragment.cc:50] 7 11 31999
I0624 20:38:15.094714 17934 fragment.cc:50] 7 11 56996
I0624 20:38:15.131119 17934 fragment.cc:50] 7 11 74835
I0624 20:38:15.174443 17934 fragment.cc:50] 7 11 58851
I0624 20:38:15.201160 17934 fragment.cc:50] 7 11 42406
I0624 20:38:15.224853 17934 fragment.cc:50] 7 11 112805
I0624 20:38:15.228469 25120 fragment_loader.cc:210] [worker8]: Finished loading vfile...
I0624 20:38:15.316428 17934 fragment.cc:50] 7 11 126000
I0624 20:38:15.327383 25120 fragment.cc:50] 8 11 34764
I0624 20:38:15.340860 25120 fragment.cc:50] 8 11 46073
I0624 20:38:15.357867 25120 fragment.cc:50] 8 11 39672
I0624 20:38:15.415940 17934 fragment.cc:50] 7 11 75351
I0624 20:38:15.372764 25120 fragment.cc:50] 8 11 62931
I0624 20:38:15.405151 25120 fragment.cc:50] 8 11 72612
I0624 20:38:15.455262 17934 fragment.cc:50] 7 11 65596
I0624 20:38:15.487036 17934 fragment.cc:50] 7 11 40781
I0624 20:38:15.443078 25120 fragment.cc:50] 8 11 29200
I0624 20:38:15.458214 25120 fragment.cc:50] 8 11 87856
I0624 20:38:15.547924 25120 fragment.cc:50] 8 11 56025
I0624 20:38:15.574395 25120 fragment.cc:50] 8 11 47581
I0624 20:38:15.603615 25120 fragment.cc:50] 8 11 107490
I0624 20:38:15.683413 25120 fragment.cc:50] 8 11 50742
I0624 20:38:15.709878 25120 fragment.cc:50] 8 11 98791
I0624 20:38:15.759084 25120 fragment.cc:50] 8 11 19138
I0624 20:38:15.768818 25120 fragment.cc:50] 8 11 61717
I0624 20:38:15.803102 25120 fragment.cc:50] 8 11 42993
I0624 20:38:15.814601 25120 fragment.cc:50] 8 11 51014
I0624 20:38:15.847533 25120 fragment.cc:50] 8 11 109601
I0624 20:38:15.928246 25120 fragment.cc:50] 8 11 49412
I0624 20:38:15.960896 25120 fragment.cc:50] 8 11 67777
I0624 20:38:15.998576 25120 fragment.cc:50] 8 11 62478
I0624 20:38:16.030045 25120 fragment.cc:50] 8 11 55528
I0624 20:38:16.052115 25120 fragment.cc:50] 8 11 55983
I0624 20:38:16.075443 25120 fragment.cc:50] 8 11 54326
I0624 20:38:16.097517 25120 fragment.cc:50] 8 11 60941
I0624 20:38:16.243873 23633 fragment_loader.cc:210] [worker4]: Finished loading vfile...
I0624 20:38:16.535153 23633 fragment.cc:50] 4 11 91790
I0624 20:38:16.586498 23633 fragment.cc:50] 4 11 86053
I0624 20:38:16.641059 23633 fragment.cc:50] 4 11 49966
I0624 20:38:16.665541 23633 fragment.cc:50] 4 11 106456
I0624 20:38:16.727210 23633 fragment.cc:50] 4 11 57542
I0624 20:38:16.751051 23633 fragment.cc:50] 4 11 50791
I0624 20:38:16.766717 23633 fragment.cc:50] 4 11 50450
I0624 20:38:16.785881 23633 fragment.cc:50] 4 11 54645
I0624 20:38:16.813834 23633 fragment.cc:50] 4 11 50407
I0624 20:38:16.835779 23633 fragment.cc:50] 4 11 23620
I0624 20:38:16.840672 23633 fragment.cc:50] 4 11 43366
I0624 20:38:16.856058 23633 fragment.cc:50] 4 11 40278
I0624 20:38:16.870179 23633 fragment.cc:50] 4 11 42941
I0624 20:38:16.889642 23633 fragment.cc:50] 4 11 54524
I0624 20:38:16.916354 23633 fragment.cc:50] 4 11 65383
I0624 20:38:16.945150 23633 fragment.cc:50] 4 11 43125
I0624 20:38:16.960580 23633 fragment.cc:50] 4 11 36412
I0624 20:38:16.973822 23633 fragment.cc:50] 4 11 65528
I0624 20:38:17.003350 23633 fragment.cc:50] 4 11 38576
I0624 20:38:17.027300 23633 fragment.cc:50] 4 11 130788
I0624 20:38:17.157690 23633 fragment.cc:50] 4 11 81220
I0624 20:38:17.195025 23633 fragment.cc:50] 4 11 65411
I0624 20:38:17.226213 23633 fragment.cc:50] 4 11 34036
I0624 20:38:17.234854 23633 fragment.cc:50] 4 11 37401
I0624 20:38:17.633664 27020 util.cc:56] "query-bsp"
I0624 20:38:17.635190 27020 worker.cc:238] The query absolute path is /BIGDATA1/buaa_wffan_1/lidongze/code/grape/cpp/build/query/pagerank_feature/query-bsp
I0624 20:38:17.638876 27020 worker.cc:244] query detail: 
I0624 20:38:17.638892 27020 query.cc:75] terminate = 0
I0624 20:38:17.638908 27020 query.cc:76] bound = 0
I0624 20:38:17.638914 27020 query.cc:77] root = 0
I0624 20:38:17.638919 27020 query.cc:78] lower_bound_ = 0
I0624 20:38:17.638923 27020 query.cc:79] upper_bound_ = 50
I0624 20:38:17.638926 27020 query.cc:80] ttl_ = 100000
I0624 20:38:17.641990 27020 worker.cc:249] query_info=file:/BIGDATA1/buaa_wffan_1/lidongze/code/grape/cpp/build/query/pagerank_feature/query-bsp
I0624 20:38:17.642185 27020 worker.cc:35] Enter coordinator loop
I0624 20:38:17.657411 23639 worker.cc:155] tid-1 access Cool
I0624 20:38:17.725082 17942 worker.cc:155] tid-2 access Cool
I0624 20:38:17.657435 23638 worker.cc:155] tid-0 access Cool
I0624 20:38:17.657449 23641 worker.cc:155] tid-3 access Cool
I0624 20:38:17.313691 30378 worker.cc:155] tid-1 access Cool
I0624 20:38:17.313707 30381 worker.cc:155] tid-4 access Cool
I0624 20:38:17.313714 30380 worker.cc:155] tid-3 access Cool
I0624 20:38:17.313694 30379 worker.cc:155] tid-2 access Cool
I0624 20:38:17.675002 25127 worker.cc:155] tid-1 access Cool
I0624 20:38:17.675002 25128 worker.cc:155] tid-2 access Cool
I0624 20:38:17.675016 25129 worker.cc:155] tid-3 access Cool
I0624 20:38:17.561492 16956 worker.cc:155] tid-1 access Cool
I0624 20:38:17.561498 16955 worker.cc:155] tid-0 access Cool
I0624 20:38:17.561517 16958 worker.cc:155] tid-3 access Cool
I0624 20:38:17.619704 16602 worker.cc:155] tid-1 access Cool
I0624 20:38:17.619720 16603 worker.cc:155] tid-2 access Cool
I0624 20:38:17.619740 16604 worker.cc:155] tid-3 access Cool
I0624 20:38:17.667619  7719 worker.cc:155] tid-0 access Cool
I0624 20:38:17.667645  7722 worker.cc:155] tid-3 access Cool
I0624 20:38:17.667680  7723 worker.cc:155] tid-4 access Cool
I0624 20:38:17.685037 17653 worker.cc:155] tid-1 access Cool
I0624 20:38:17.685067 17652 worker.cc:155] tid-0 access Cool
I0624 20:38:17.685053 17655 worker.cc:155] tid-3 access Cool
I0624 20:38:17.675094 25126 worker.cc:155] tid-0 access Cool
I0624 20:38:17.675120 25131 worker.cc:155] tid-5 access Cool
I0624 20:38:17.725095 17944 worker.cc:155] tid-4 access Cool
I0624 20:38:17.725082 17941 worker.cc:155] tid-1 access Cool
I0624 20:38:17.561600 16957 worker.cc:155] tid-2 access Cool
I0624 20:38:17.619828 16605 worker.cc:155] tid-4 access Cool
I0624 20:38:17.685039 17654 worker.cc:155] tid-2 access Cool
I0624 20:38:17.685140 17657 worker.cc:155] tid-4 access Cool
I0624 20:38:17.657541 23640 worker.cc:155] tid-2 access Cool
I0624 20:38:17.657544 23642 worker.cc:155] tid-4 access Cool
I0624 20:38:17.657583 23644 worker.cc:155] tid-6 access Cool
I0624 20:38:17.313800 30377 worker.cc:155] tid-0 access Cool
I0624 20:38:17.313823 30382 worker.cc:155] tid-5 access Cool
I0624 20:38:17.675102 25130 worker.cc:155] tid-4 access Cool
I0624 20:38:17.725175 17940 worker.cc:155] tid-0 access Cool
I0624 20:38:17.725188 17943 worker.cc:155] tid-3 access Cool
I0624 20:38:17.561621 16959 worker.cc:155] tid-4 access Cool
I0624 20:38:17.561642 16960 worker.cc:155] tid-5 access Cool
I0624 20:38:17.619863 16601 worker.cc:155] tid-0 access Cool
I0624 20:38:17.667742  7720 worker.cc:155] tid-1 access Cool
I0624 20:38:17.685148 17658 worker.cc:155] tid-5 access Cool
I0624 20:38:17.657598 23645 worker.cc:155] tid-7 access Cool
I0624 20:38:17.313843 30383 worker.cc:155] tid-6 access Cool
I0624 20:38:17.313882 30384 worker.cc:155] tid-7 access Cool
I0624 20:38:17.675146 25132 worker.cc:155] tid-6 access Cool
I0624 20:38:17.725200 17945 worker.cc:155] tid-5 access Cool
I0624 20:38:17.561662 16961 worker.cc:155] tid-6 access Cool
I0624 20:38:17.619881 16606 worker.cc:155] tid-5 access Cool
I0624 20:38:17.667767  7724 worker.cc:155] tid-5 access Cool
I0624 20:38:17.667762  7721 worker.cc:155] tid-2 access Cool
I0624 20:38:17.685204 17660 worker.cc:155] tid-7 access Cool
I0624 20:38:17.657611 23643 worker.cc:155] tid-5 access Cool
I0624 20:38:17.657613 23646 worker.cc:155] tid-8 access Cool
I0624 20:38:17.657644 23648 worker.cc:155] tid-10 access Cool
I0624 20:38:17.657629 23647 worker.cc:155] tid-9 access Cool
I0624 20:38:17.313897 30385 worker.cc:155] tid-8 access Cool
I0624 20:38:17.675173 25133 worker.cc:155] tid-7 access Cool
I0624 20:38:17.675184 25134 worker.cc:155] tid-8 access Cool
I0624 20:38:17.725216 17946 worker.cc:155] tid-6 access Cool
I0624 20:38:17.725234 17947 worker.cc:155] tid-7 access Cool
I0624 20:38:17.725247 17948 worker.cc:155] tid-8 access Cool
I0624 20:38:17.561677 16962 worker.cc:155] tid-7 access Cool
I0624 20:38:17.561691 16963 worker.cc:155] tid-8 access Cool
I0624 20:38:17.619902 16607 worker.cc:155] tid-6 access Cool
I0624 20:38:17.667819  7725 worker.cc:155] tid-6 access Cool
I0624 20:38:17.685214 17659 worker.cc:155] tid-6 access Cool
I0624 20:38:17.657662 23649 worker.cc:155] tid-11 access Cool
I0624 20:38:17.313915 30386 worker.cc:155] tid-9 access Cool
I0624 20:38:17.675195 25135 worker.cc:155] tid-9 access Cool
I0624 20:38:17.725262 17949 worker.cc:155] tid-9 access Cool
I0624 20:38:17.561707 16964 worker.cc:155] tid-9 access Cool
I0624 20:38:17.561719 16965 worker.cc:155] tid-10 access Cool
I0624 20:38:17.619917 16608 worker.cc:155] tid-7 access Cool
I0624 20:38:17.619932 16609 worker.cc:155] tid-8 access Cool
I0624 20:38:17.667826  7726 worker.cc:155] tid-7 access Cool
I0624 20:38:17.667845  7727 worker.cc:155] tid-8 access Cool
I0624 20:38:17.667862  7728 worker.cc:155] tid-9 access Cool
I0624 20:38:17.685221 17661 worker.cc:155] tid-8 access Cool
I0624 20:38:17.685238 17662 worker.cc:155] tid-9 access Cool
I0624 20:38:17.685256 17663 worker.cc:155] tid-10 access Cool
I0624 20:38:17.657676 23650 worker.cc:155] tid-12 access Cool
I0624 20:38:17.313932 30387 worker.cc:155] tid-10 access Cool
I0624 20:38:17.675211 25136 worker.cc:155] tid-10 access Cool
I0624 20:38:17.725277 17950 worker.cc:155] tid-10 access Cool
I0624 20:38:17.725291 17951 worker.cc:155] tid-11 access Cool
I0624 20:38:17.561731 16966 worker.cc:155] tid-11 access Cool
I0624 20:38:17.619948 16610 worker.cc:155] tid-9 access Cool
I0624 20:38:17.619967 16611 worker.cc:155] tid-10 access Cool
I0624 20:38:17.619980 16612 worker.cc:155] tid-11 access Cool
I0624 20:38:17.667881  7729 worker.cc:155] tid-10 access Cool
I0624 20:38:17.667896  7730 worker.cc:155] tid-11 access Cool
I0624 20:38:17.685272 17664 worker.cc:155] tid-11 access Cool
I0624 20:38:17.685289 17665 worker.cc:155] tid-12 access Cool
I0624 20:38:17.657698 23651 worker.cc:155] tid-13 access Cool
I0624 20:38:17.313951 30388 worker.cc:155] tid-11 access Cool
I0624 20:38:17.313967 30389 worker.cc:155] tid-12 access Cool
I0624 20:38:17.313984 30390 worker.cc:155] tid-13 access Cool
I0624 20:38:17.675232 25137 worker.cc:155] tid-11 access Cool
I0624 20:38:17.675246 25138 worker.cc:155] tid-12 access Cool
I0624 20:38:17.725304 17952 worker.cc:155] tid-12 access Cool
I0624 20:38:17.561748 16967 worker.cc:155] tid-12 access Cool
I0624 20:38:17.619997 16613 worker.cc:155] tid-12 access Cool
I0624 20:38:17.667914  7731 worker.cc:155] tid-12 access Cool
I0624 20:38:17.685307 17666 worker.cc:155] tid-13 access Cool
I0624 20:38:17.657716 23652 worker.cc:155] tid-14 access Cool
I0624 20:38:17.313998 30391 worker.cc:155] tid-14 access Cool
I0624 20:38:17.314014 30392 worker.cc:155] tid-15 access Cool
I0624 20:38:17.675264 25139 worker.cc:155] tid-13 access Cool
I0624 20:38:17.675281 25140 worker.cc:155] tid-14 access Cool
I0624 20:38:17.725319 17953 worker.cc:155] tid-13 access Cool
I0624 20:38:17.561764 16968 worker.cc:155] tid-13 access Cool
I0624 20:38:17.620012 16614 worker.cc:155] tid-13 access Cool
I0624 20:38:17.620025 16615 worker.cc:155] tid-14 access Cool
I0624 20:38:17.667927  7732 worker.cc:155] tid-13 access Cool
I0624 20:38:17.685320 17667 worker.cc:155] tid-14 access Cool
I0624 20:38:17.685359 17669 worker.cc:155] tid-16 access Cool
I0624 20:38:17.657729 23653 worker.cc:155] tid-15 access Cool
I0624 20:38:17.314029 30393 worker.cc:155] tid-16 access Cool
I0624 20:38:17.675298 25141 worker.cc:155] tid-15 access Cool
I0624 20:38:17.725333 17954 worker.cc:155] tid-14 access Cool
I0624 20:38:17.561775 16969 worker.cc:155] tid-14 access Cool
I0624 20:38:17.620041 16616 worker.cc:155] tid-15 access Cool
I0624 20:38:17.667944  7733 worker.cc:155] tid-14 access Cool
I0624 20:38:17.685374 17670 worker.cc:155] tid-17 access Cool
I0624 20:38:17.657744 23654 worker.cc:155] tid-16 access Cool
I0624 20:38:17.314062 30394 worker.cc:155] tid-17 access Cool
I0624 20:38:17.675310 25142 worker.cc:155] tid-16 access Cool
I0624 20:38:17.725347 17955 worker.cc:155] tid-15 access Cool
I0624 20:38:17.561821 16971 worker.cc:155] tid-16 access Cool
I0624 20:38:17.561833 16972 worker.cc:155] tid-17 access Cool
I0624 20:38:17.561827 16970 worker.cc:155] tid-15 access Cool
I0624 20:38:17.620055 16617 worker.cc:155] tid-16 access Cool
I0624 20:38:17.667958  7734 worker.cc:155] tid-15 access Cool
I0624 20:38:17.685393 17671 worker.cc:155] tid-18 access Cool
I0624 20:38:17.657761 23655 worker.cc:155] tid-17 access Cool
I0624 20:38:17.657775 23657 worker.cc:155] tid-18 access Cool
I0624 20:38:17.314076 30395 worker.cc:155] tid-18 access Cool
I0624 20:38:17.314095 30396 worker.cc:155] tid-19 access Cool
I0624 20:38:17.314121 30397 worker.cc:155] tid-20 access Cool
I0624 20:38:17.675329 25143 worker.cc:155] tid-17 access Cool
I0624 20:38:17.725360 17956 worker.cc:155] tid-16 access Cool
I0624 20:38:17.561866 16974 worker.cc:155] tid-19 access Cool
I0624 20:38:17.561880 16975 worker.cc:155] tid-20 access Cool
I0624 20:38:17.561866 16973 worker.cc:155] tid-18 access Cool
I0624 20:38:17.620070 16618 worker.cc:155] tid-17 access Cool
I0624 20:38:17.667975  7735 worker.cc:155] tid-16 access Cool
I0624 20:38:17.685412 17672 worker.cc:155] tid-19 access Cool
I0624 20:38:17.657793 23658 worker.cc:155] tid-19 access Cool
I0624 20:38:17.314138 30398 worker.cc:155] tid-21 access Cool
I0624 20:38:17.314153 30399 worker.cc:155] tid-22 access Cool
I0624 20:38:17.675343 25144 worker.cc:155] tid-18 access Cool
I0624 20:38:17.725375 17957 worker.cc:155] tid-17 access Cool
I0624 20:38:17.561897 16976 worker.cc:155] tid-21 access Cool
I0624 20:38:17.620086 16619 worker.cc:155] tid-18 access Cool
I0624 20:38:17.667990  7736 worker.cc:155] tid-17 access Cool
I0624 20:38:17.685425 17673 worker.cc:155] tid-20 access Cool
I0624 20:38:17.657805 23659 worker.cc:155] tid-20 access Cool
I0624 20:38:17.314169 30400 worker.cc:155] tid-23 access Cool
I0624 20:38:17.675372 25145 worker.cc:155] tid-19 access Cool
I0624 20:38:17.725423 17960 worker.cc:155] tid-20 access Cool
I0624 20:38:17.561909 16977 worker.cc:155] tid-22 access Cool
I0624 20:38:17.620102 16620 worker.cc:155] tid-19 access Cool
I0624 20:38:17.668009  7737 worker.cc:155] tid-18 access Cool
I0624 20:38:17.685443 17674 worker.cc:155] tid-21 access Cool
I0624 20:38:17.685458 17675 worker.cc:155] tid-22 access Cool
I0624 20:38:17.685473 17645 worker.cc:49] Enter worker loop, task num is 24
I0624 20:38:17.685475 17676 worker.cc:155] tid-23 access Cool
I0624 20:38:17.685544 17668 worker.cc:155] tid-15 access Cool
I0624 20:38:17.657822 23660 worker.cc:155] tid-21 access Cool
I0624 20:38:17.314169 30372 worker.cc:49] Enter worker loop, task num is 24
I0624 20:38:17.675387 25146 worker.cc:155] tid-20 access Cool
I0624 20:38:17.725423 17958 worker.cc:155] tid-18 access Cool
I0624 20:38:17.561924 16978 worker.cc:155] tid-23 access Cool
I0624 20:38:17.561926 16949 worker.cc:49] Enter worker loop, task num is 24
I0624 20:38:17.620115 16621 worker.cc:155] tid-20 access Cool
I0624 20:38:17.668021  7738 worker.cc:155] tid-19 access Cool
I0624 20:38:17.657835 23661 worker.cc:155] tid-22 access Cool
I0624 20:38:17.675403 25147 worker.cc:155] tid-21 access Cool
I0624 20:38:17.725440 17959 worker.cc:155] tid-19 access Cool
I0624 20:38:17.620131 16622 worker.cc:155] tid-21 access Cool
I0624 20:38:17.668053  7739 worker.cc:155] tid-20 access Cool
I0624 20:38:17.657851 23633 worker.cc:49] Enter worker loop, task num is 24
I0624 20:38:17.675415 25148 worker.cc:155] tid-22 access Cool
I0624 20:38:17.725468 17962 worker.cc:155] tid-22 access Cool
I0624 20:38:17.620143 16623 worker.cc:155] tid-22 access Cool
I0624 20:38:17.668068  7740 worker.cc:155] tid-21 access Cool
I0624 20:38:17.657852 23662 worker.cc:155] tid-23 access Cool
I0624 20:38:17.675432 25149 worker.cc:155] tid-23 access Cool
I0624 20:38:17.725474 17961 worker.cc:155] tid-21 access Cool
I0624 20:38:17.620158 16596 worker.cc:49] Enter worker loop, task num is 24
I0624 20:38:17.668082  7741 worker.cc:155] tid-22 access Cool
I0624 20:38:17.675434 25120 worker.cc:49] Enter worker loop, task num is 24
I0624 20:38:17.725483 17934 worker.cc:49] Enter worker loop, task num is 24
I0624 20:38:17.620159 16624 worker.cc:155] tid-23 access Cool
I0624 20:38:17.668097  7742 worker.cc:155] tid-23 access Cool
I0624 20:38:17.725484 17963 worker.cc:155] tid-23 access Cool
I0624 20:38:17.668098  7065 worker.cc:49] Enter worker loop, task num is 24
I0624 20:38:17.677597 16616 pagerankX.cc:154] TrainLog: fid-121;0.000325;7561;4035;11596;17144;3855;
I0624 20:38:17.680181 16604 pagerankX.cc:154] TrainLog: fid-25;0.002927;28077;19981;48058;282176;17363;
I0624 20:38:17.681483 16615 pagerankX.cc:154] TrainLog: fid-113;0.003874;28076;16520;44596;158538;14185;
I0624 20:38:17.678355 16606 pagerankX.cc:154] TrainLog: fid-41;0.001095;22848;9647;32495;106968;7226;
I0624 20:38:17.680526 16622 pagerankX.cc:154] TrainLog: fid-169;0.001359;28076;13738;41814;119640;17625;
I0624 20:38:17.679687 16620 pagerankX.cc:154] TrainLog: fid-153;0.000982;7179;17404;24583;53203;10089;
I0624 20:38:17.681509 16624 pagerankX.cc:154] TrainLog: fid-185;0.002667;28039;24817;52856;221158;22072;
I0624 20:38:17.679726 16605 pagerankX.cc:154] TrainLog: fid-33;0.001745;21245;25920;47165;168185;20748;
I0624 20:38:17.680704 16601 pagerankX.cc:154] TrainLog: fid-1;0.003448;26838;32376;59214;399901;29089;
I0624 20:38:17.681424 16611 pagerankX.cc:154] TrainLog: fid-81;0.003273;28073;27233;55306;245605;23348;
I0624 20:38:17.679692 16614 pagerankX.cc:154] TrainLog: fid-105;0.0024;28068;31885;59953;243356;24489;
I0624 20:38:17.681430 16608 pagerankX.cc:154] TrainLog: fid-57;0.003434;28062;26280;54342;339961;81182;
I0624 20:38:17.681725 16618 pagerankX.cc:154] TrainLog: fid-137;0.002702;28066;25031;53097;183683;24767;
I0624 20:38:17.718225 23649 pagerankX.cc:154] TrainLog: fid-91;0.001145;28077;12201;40278;117324;13459;
I0624 20:38:17.717547 23654 pagerankX.cc:154] TrainLog: fid-131;0.001531;24973;11439;36412;100914;10159;
I0624 20:38:17.682215 16613 pagerankX.cc:154] TrainLog: fid-97;0.004935;27934;49005;76939;547706;41308;
I0624 20:38:17.717586 23645 pagerankX.cc:154] TrainLog: fid-59;0.0024;28066;26579;54645;245854;21381;
I0624 20:38:17.717437 23657 pagerankX.cc:154] TrainLog: fid-147;0.001423;26333;12243;38576;124385;11055;
I0624 20:38:17.718223 23644 pagerankX.cc:154] TrainLog: fid-51;0.002212;28073;22377;50450;176801;17962;
I0624 20:38:17.715797 23647 pagerankX.cc:154] TrainLog: fid-75;0.000598;14856;8764;23620;32646;7911;
I0624 20:38:17.718330 23646 pagerankX.cc:154] TrainLog: fid-67;0.001881;28070;22337;50407;193338;13042;
